rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
702837,132247,ROGERS-JOHNSON MEDICAL CENTER,77873 CHERYL SQUARES SUITE 762,BRIANSTAD,CA,56786,EAST MICHELLE COUNTY,40867,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,136,49640,25623,40670,4644,7372,498916212.04,556388185.39,1055304397.4300001,559317566.18,495986831.2500001,428670065.77,67316765.48,67316765.48,47957133.0,0,0.3897,0.5451
702838,351205,"SANDOVAL, PERRY AND ANDERSON MEDICAL CENTER",1243 PAIGE SQUARE SUITE 634,NORTH DANIELPORT,VA,14281,CORDOVALAND COUNTY,17328,U,04/01/2022,03/28/2023,Government - State,415,151475,78764,129171,15329,25139,1668805120.38,971272629.16,2640077749.54,1090665018.95,1549412730.59,1393517664.75,155895065.84,155895065.84,180238481.11,20003345.21,0.4279,0.4108
702839,475969,"VILLEGAS, HARRIS AND WILSON MEDICAL CENTER",769 CHRISTOPHER MEWS SUITE 823,HILLBURGH,TX,56189,NORTH KAITLINPORT COUNTY,24833,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,337,123005,38301,82924,5647,12227,363661495.49,283719833.46,647381328.95,335788989.9,311592339.0500001,273435628.72,38156710.33,38156710.33,73447466.83,3333995.3,0.2712,0.5406
702840,838681,"HUERTA, WIGGINS AND WOOD MEDICAL CENTER",650 BRYAN ROAD,GOODWINTON,PA,97784,EAST TONI COUNTY,18587,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,305,111325,27571,62506,4804,10892,678735987.65,813694201.05,1492430188.6999998,801180185.27,691250003.4299998,635063472.87,56186530.56,56186530.56,70110336.45,4522266.43,0.2197,0.3656
702841,879181,"MCDONALD, GUTIERREZ AND WANG MEDICAL CENTER",58010 JENNIFER ISLE,EAST STEVENVILLE,NJ,20501,BOWMANHAVEN COUNTY,23509,U,03/01/2022,02/28/2023,Proprietary - Corporation,110,40150,8490,23823,1137,3191,211524425.82,229576594.87,441101020.69,218697701.12,222403319.57,192911235.68,29492083.89,29492083.89,19113620.01,0,0.3607,0.3924
702842,838228,PERRY AND SONS MEDICAL CENTER,2213 RONALD TERRACE SUITE 158,JULIEBERG,NY,96814,JAYTON COUNTY,32558,U,06/01/2022,05/28/2023,Voluntary Non-profit - Church,721,263165,95718,208109,13303,28925,1178773603.67,1281423765.2,2460197368.87,805325780.74,1654871588.1299999,1449853370.85,205018217.28,205018217.28,127426282.67,3193930.32,0.2229,0.6138
702843,713663,THOMAS LTD MEDICAL CENTER,66190 CAMPOS VILLAGE,BROWNBURY,MN,97856,NORTH SHERRYBERG COUNTY,39814,U,04/01/2022,03/28/2023,Government - Local,454,165710,88049,147604,17148,28748,1135804611.19,829094602.26,1964899213.45,664315051.83,1300584161.62,1018650198.38,281933963.24,281933963.24,109791458.97,10972542.58,0.2983,0.6305
702844,158053,KELLEY-BOYD MEDICAL CENTER,53791 SARAH FLATS APT. 536,NEW SHARON,IN,58430,NEW SANDRAFORT COUNTY,40980,U,01/01/2022,12/28/2023,Government - Local,244,89060,31078,52393,5700,9610,326875216.61,259442090.39,586317307.0,185442039.01,400875267.99,332649026.59,68226241.4,68226241.4,57501661.11,1683002.63,0.1005,0.5122
702845,426845,"WEBSTER, DANIEL AND MOORE MEDICAL CENTER",53541 MARTINEZ TERRACE,PORT MATTHEW,GA,31501,LAKE ROBERTHAVEN COUNTY,29180,U,05/01/2022,04/28/2023,Proprietary - Corporation,457,166805,75466,116576,10219,15786,995076524.14,906218083.69,1901294607.83,914694964.14,986599643.6899999,861727593.12,124872050.57,124872050.57,203696300.83,9671723.53,0.3202,0.3289
702846,786498,OLIVER-MILLER MEDICAL CENTER,7728 DONNA INLET SUITE 292,LAKE LISA,AL,88960,NORTH GREGORYMOUTH COUNTY,21950,R,04/01/2022,03/28/2023,Voluntary Non-profit - Other,524,191260,68582,150612,16314,35827,2410185812.07,2271031335.85,4681217147.92,1810761163.08,2870455984.84,2152774420.31,717681564.53,717681564.53,104435910.35,8462134.88,0.3114,0.6456
702847,365673,JENSEN-AUSTIN MEDICAL CENTER,28076 GREEN ROAD APT. 053,KIMBERLYSTAD,AZ,36673,WEST CHRISTOPHER COUNTY,19432,U,01/01/2022,12/28/2023,Government - Local,43,15695,8083,12870,1512,2408,169228768.84,189854274.98,359083043.82,165780465.37,193302578.45,152960961.23,40341617.22,40341617.22,8548974.32,0,0.3133,0.3844
702848,887353,PATEL-JOSEPH MEDICAL CENTER,2580 JASON GARDENS APT. 963,WEST TIFFANY,TN,25639,SARAHFURT COUNTY,19283,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,503,183595,62770,156186,8657,21541,433260591.93,462583330.33,895843922.26,364844970.67,530998951.59,487511594.17,43487357.42,43487357.42,152335249.48,20699158.75,0.2732,0.696
702849,957801,FITZGERALD-BARTLETT MEDICAL CENTER,1462 BARNETT STREAM,NEW MARGARET,OH,26742,SOUTH FREDMOUTH COUNTY,33459,U,04/01/2022,03/28/2023,Government - Local,136,49640,10379,28655,1891,5223,231944650.2,134706171.84,366650822.03999996,190872310.56,175778511.47999996,162055272.26,13723239.22,13723239.22,22639346.9,0,0.3387,0.235
702850,137241,HUMPHREY LTD MEDICAL CENTER,235 JOHN LAKE,JONESBOROUGH,IN,34124,EAST JUSTINSIDE COUNTY,25481,U,03/01/2022,02/28/2023,Government - State,457,166805,77767,138685,16367,29188,2682549958.52,3131924407.62,5814474366.139999,2994339635.52,2820134730.6199994,2056060829.12,764073901.5,764073901.5,84836148.68,11156968.78,0.3336,0.3205
702851,366091,"ROSE, HILL AND GREER MEDICAL CENTER",9028 MICHAEL KEY,POWELLMOUTH,TN,58164,NICHOLSONSTAD COUNTY,30424,R,03/01/2022,02/28/2023,Voluntary Non-profit - Church,223,81395,35964,70671,8105,15927,613026164.38,248302379.66,861328544.04,403133336.65,458195207.39,391149219.78,67045987.61,67045987.61,100076192.68,8095579.71,0.3262,0.5421
702852,717300,"WELLS, PHAM AND BISHOP MEDICAL CENTER",52696 RAMIREZ INLET APT. 839,BROWNSIDE,NY,27126,WEST SANDRABOROUGH COUNTY,15381,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,402,146730,59134,97851,13155,21769,2004334356.4,1440603959.51,3444938315.91,1108888666.07,2336049649.84,2008868583.63,327181066.21,327181066.21,95185407.75,3320956.08,0.3203,0.2527
702853,372012,JOHNSON INC MEDICAL CENTER,70444 SCOTT VILLE APT. 111,LAKE BRANDONVILLE,CO,82831,LAKE AMYFORT COUNTY,49498,U,05/01/2022,04/28/2023,Proprietary - Individual,426,155490,60010,101453,9187,15533,1444051092.73,1108500520.65,2552551613.38,1007292496.14,1545259117.2400002,1297413975.45,247845141.79,247845141.79,137174471.61,13799658.95,0.388,0.3645
702854,308833,"DENNIS, WALLER AND PATRICK MEDICAL CENTER",33716 GEORGE KNOLL,EAST RONNIEPORT,PA,06709,ALBERTMOUTH COUNTY,24894,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,114,41610,17339,28041,2489,4026,258772500.03,120578315.74,379350815.77,203138463.18,176212352.58999997,138975368.51,37236984.08,37236984.08,34098004.65,0,0.2843,0.5931
702855,826798,GRIFFIN LTD MEDICAL CENTER,05311 DAVID VIADUCT,NORMANCHESTER,NY,10625,NORTH JUSTIN COUNTY,48075,U,06/01/2022,05/28/2023,Government - Local,428,156220,48576,102624,6704,14165,457587106.23,222377185.94,679964292.1700001,290791145.28,389173146.8900001,379577662.09,9595484.8,9595484.8,91370134.42,3310500.06,0.0884,0.5642
702856,169039,AUSTIN-HARRINGTON MEDICAL CENTER,502 LUNA ISLANDS APT. 413,NEW KIMBERLY,GA,19839,NEW EMILY COUNTY,35228,R,02/01/2022,01/28/2023,Government - State,210,76650,19271,47767,2718,6738,253481737.24,275171665.67,528653402.91,162214299.25,366439103.66,324240314.07,42198789.59,42198789.59,29997961.09,3055033.59,0.3274,0.3888
702857,199384,EVANS INC MEDICAL CENTER,0733 PAUL PORT,REYNOLDSCHESTER,TN,69463,JENNIFERTON COUNTY,21460,U,03/01/2022,02/28/2023,Government - State,217,79205,33329,64313,6229,12021,1031243212.15,980631136.51,2011874348.6599998,663326534.29,1348547814.37,1218562818.57,129984995.8,129984995.8,40790557.11,2672049.46,0.3444,0.5248
702858,986865,"LAWRENCE, BAKER AND MILLER MEDICAL CENTER",899 FRANK VISTA,SOUTH DENISE,TN,94374,CANDACELAND COUNTY,40426,U,01/01/2022,12/28/2023,Government - Local,448,163520,58752,92291,8046,12640,229565427.48,182628620.77,412194048.25,135094273.27,277099774.98,250990811.88,26108963.1,26108963.1,74783932.9,11049151.4,0.112,0.3006
702859,889815,GRANT-MYERS MEDICAL CENTER,147 COLTON BURGS SUITE 015,GONZALEZSTAD,MO,69720,PORT RYAN COUNTY,14715,U,06/01/2022,05/28/2023,Government - Local,607,221555,95095,181433,18138,34607,691504929.64,679191557.07,1370696486.71,681744051.96,688952434.75,611259230.49,77693204.26,77693204.26,212011232.03,23764777.17,0.3484,0.4163
702860,633654,"CROSS, DAVIS AND MERRITT MEDICAL CENTER",063 CHRISTOPHER MANOR APT. 763,KENNETHMOUTH,CA,86824,ROGERVIEW COUNTY,16391,U,02/01/2022,01/28/2023,Government - State,690,251850,112670,228061,23485,47537,2433735346.39,1112369517.2,3546104863.59,1497489657.7,2048615205.89,1718307189.25,330308016.64,330308016.64,133743129.29,15377734.4,0.0817,0.2915
702861,212122,ARELLANO AND SONS MEDICAL CENTER,02436 HOWARD SPUR SUITE 607,HENRYVILLE,TN,34586,WEST BRYAN COUNTY,43825,U,02/01/2022,01/28/2023,Voluntary Non-profit - Other,236,86140,25896,72823,3813,10724,952544406.07,447052621.27,1399597027.3400002,668107954.06,731489073.2800002,662283995.04,69205078.24,69205078.24,67509540.48,8750849.57,0.3628,0.3041
702862,707539,GONZALEZ AND SONS MEDICAL CENTER,734 ROBERT MANORS APT. 467,BENJAMINTON,OH,90068,MISTYVILLE COUNTY,43051,U,05/01/2022,04/28/2023,Government - Local,261,95265,27636,52497,5916,11239,670454026.52,521278011.28,1191732037.8,411023502.06,780708535.74,668347175.76,112361359.98,112361359.98,64158725.18,3807460.12,0.3914,0.4973
702863,892075,"HALL, ALLEN AND PRICE MEDICAL CENTER",948 LISA TUNNEL,JEFFBURGH,AL,60829,PORT CHARLESTON COUNTY,22335,U,05/01/2022,04/28/2023,Proprietary - Individual,784,286160,150607,253541,22693,38203,2501526495.82,1564396226.64,4065922722.46,1949633337.72,2116289384.74,1964510870.33,151778514.41,151778514.41,359586378.86,14165325.08,0.1483,0.6398
702864,153870,MCKINNEY-TORRES MEDICAL CENTER,59292 WRIGHT VIADUCT SUITE 878,SOUTH BRETTCHESTER,CA,94186,WEST LORICHESTER COUNTY,34445,U,03/01/2022,02/28/2023,Government - Local,256,93440,29949,53054,4776,8462,322476975.38,267570109.28,590047084.66,272030819.03,318016265.63,268125756.96,49890508.67,49890508.67,80753285.23,8660206.65,0.1321,0.4534
702865,868100,WEAVER-JOHNSON MEDICAL CENTER,8277 KARA RANCH,JENNIFERHAVEN,MO,76947,NELSONSHIRE COUNTY,28836,U,06/01/2022,05/28/2023,Government - Local,364,132860,41087,116466,6925,19632,583500067.27,614145255.21,1197645322.48,492149935.69,705495386.79,668672672.35,36822714.44,36822714.44,62357580.8,1897239.48,0.2907,0.186
702866,458726,"EDWARDS, MULLEN AND WHITE MEDICAL CENTER",830 JASON PINE,SHERILAND,NY,06230,PORT STEVEN COUNTY,44343,U,02/01/2022,01/28/2023,Government - Local,721,263165,89798,150673,17859,29967,2533364887.15,2985910722.28,5519275609.43,2111945706.26,3407329903.17,3243131547.53,164198355.64,164198355.64,216270131.91,19420632.14,0.1974,0.2405
702867,542200,GARNER INC MEDICAL CENTER,826 JULIE UNDERPASS,COPELANDTOWN,CO,73017,WEST ERINHAVEN COUNTY,35449,R,06/01/2022,05/28/2023,Government - State,462,168630,62711,97628,10598,16500,1402731429.12,1100120774.32,2502852203.4399996,1239490381.74,1263361821.6999996,1088547019.15,174814802.55,174814802.55,123140235.2,3885305.67,0.4375,0.242
702868,112877,ROBINSON-JONES MEDICAL CENTER,81778 MUNOZ RANCH APT. 291,NEW DONALD,VA,22600,RAMIREZMOUTH COUNTY,41378,R,05/01/2022,04/28/2023,Government - State,44,16060,6175,11442,859,1593,70525056.15,62021682.41,132546738.56,52247580.98,80299157.58000001,70153801.65,10145355.93,10145355.93,13708226.87,0,0.2203,0.6974
702869,981400,"MARTINEZ, POTTER AND JOHNSON MEDICAL CENTER",8621 MARGARET COURSE SUITE 286,EAST DAVIDBURGH,MI,76122,EAST KENNETHHAVEN COUNTY,44671,U,02/01/2022,01/28/2023,Proprietary - Individual,192,70080,25085,62961,3566,8952,742426052.38,844799695.49,1587225747.87,523524750.75,1063700997.1199999,923122911.58,140578085.54,140578085.54,36705204.23,0,0.4494,0.284
702870,627106,TRAN LLC MEDICAL CENTER,1176 LAWRENCE FOREST,NEW STEVENHAVEN,TN,88552,NORTH SARAH COUNTY,27590,R,06/01/2022,05/28/2023,Voluntary Non-profit - Other,694,253310,77066,187448,11684,28421,2620533560.99,1738821148.29,4359354709.28,1964398567.81,2394956141.47,2276243169.3,118712972.17,118712972.17,211726321.6,10722591.0,0.1406,0.3121
702871,732978,MARTIN-ROY MEDICAL CENTER,00751 HOLMES CAUSEWAY,LAKE KIMBERLYBOROUGH,MA,44284,NEW DUSTINBURY COUNTY,42901,U,05/01/2022,04/28/2023,Government - State,450,164250,55412,121727,12027,26422,1731147102.31,1456421283.27,3187568385.58,1587450050.87,1600118334.71,1445302395.8,154815938.91,154815938.91,66492294.56,1792636.36,0.142,0.5467
702872,728087,REYES-DILLON MEDICAL CENTER,554 ZACHARY SPURS APT. 072,JOSETON,FL,26843,LAKE AMYSHIRE COUNTY,49176,U,03/01/2022,02/28/2023,Proprietary - Individual,501,182865,88767,155407,13468,23580,1196948205.24,877368677.74,2074316882.98,1104153855.9,970163027.0799999,835615516.1,134547510.98,134547510.98,167752795.25,3758392.01,0.1313,0.5802
702873,959862,"SMITH, TUCKER AND WILLIAMS MEDICAL CENTER",443 AARON THROUGHWAY,FLORESMOUTH,MA,82842,NEW JOHNTON COUNTY,42070,R,06/01/2022,05/28/2023,Voluntary Non-profit - Church,338,123370,30027,64173,4083,8727,554632946.14,354889294.33,909522240.47,350181271.85,559340968.62,429453431.86,129887536.76,129887536.76,62728540.48,5766708.83,0.0794,0.5314
702874,162248,FLEMING LLC MEDICAL CENTER,9594 AUSTIN FLATS,NORMANBOROUGH,TX,70060,LAKE LISA COUNTY,45721,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,581,212065,96895,170394,13389,23545,488701963.54,206887192.93,695589156.47,270213460.05,425375696.42,376702975.47,48672720.95,48672720.95,209742202.23,18834684.38,0.3168,0.4941
702875,155854,"ROMAN, MARTIN AND DECKER MEDICAL CENTER",241 RACHEL SPUR SUITE 586,DOYLEHAVEN,IN,88471,CASTROSIDE COUNTY,42374,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,770,281050,142872,247731,19118,33151,1697377981.33,1046537401.78,2743915383.1099997,863792643.98,1880122739.1299996,1613145730.0,266977009.13,266977009.13,226649184.86,31388371.69,0.2548,0.3713
702876,647678,RICE-PADILLA MEDICAL CENTER,3795 LISA VALLEY,KEITHBURGH,IN,31647,LAKE LAWRENCE COUNTY,10320,R,02/01/2022,01/28/2023,Voluntary Non-profit - Other,148,54020,19781,38889,3222,6336,519682338.36,234460300.96,754142639.32,268419590.49,485723048.83000004,408524476.71,77198572.12,77198572.12,52054237.03,0,0.3786,0.3612
702877,559535,OWENS-WALKER MEDICAL CENTER,1889 CARPENTER PARK SUITE 483,PHILLIPLAND,CA,37491,LAKE RICKYBERG COUNTY,15737,R,01/01/2022,12/28/2023,Proprietary - Corporation,534,194910,81704,149291,10894,19907,520218124.62,563138136.49,1083356261.1100001,372220342.5,711135918.6100001,563143125.5,147992793.11,147992793.11,85051678.91,3415165.6,0.0844,0.7191
702878,444235,GONZALEZ AND SONS MEDICAL CENTER,197 SHERMAN LANDING SUITE 660,WOODARDFURT,WA,41797,EAST SANDRACHESTER COUNTY,27111,U,06/01/2022,05/28/2023,Proprietary - Individual,613,223745,55891,152966,10548,28870,832187959.02,983270875.73,1815458834.75,643095124.61,1172363710.1399999,1056498717.56,115864992.58,115864992.58,98123916.35,14070365.46,0.2607,0.3554
702879,405660,SMITH-BUCK MEDICAL CENTER,96127 OROZCO EXTENSIONS,EAST MICHAELLAND,FL,82401,WEST KEVIN COUNTY,21573,R,02/01/2022,01/28/2023,Voluntary Non-profit - Other,650,237250,72216,153367,14800,31433,2660515124.76,2079137545.73,4739652670.49,1716103961.29,3023548709.2,2607909898.81,415638810.39,415638810.39,78591189.58,8392757.35,0.3749,0.5822
702880,789110,WRIGHT AND SONS MEDICAL CENTER,247 SARA ISLE,EAST JOSEPHSTAD,AZ,65517,HUNTERSHIRE COUNTY,29139,U,01/01/2022,12/28/2023,Proprietary - Individual,148,54020,25509,47237,3715,6881,549717134.46,480661235.61,1030378370.07,312190683.77,718187686.3000001,539826919.44,178360766.86,178360766.86,46614996.46,0,0.339,0.3887
702881,545304,JONES-ANDERSON MEDICAL CENTER,7770 MELANIE LAKE SUITE 125,DANIELLEBOROUGH,NJ,94634,WEST MICHAEL COUNTY,38050,R,03/01/2022,02/28/2023,Voluntary Non-profit - Other,452,164980,61955,127697,10628,21907,1459862889.89,1479936304.74,2939799194.63,1055167623.89,1884631570.7400002,1692435783.88,192195786.86,192195786.86,65303103.07,3309623.35,0.4342,0.2623
702882,387119,BOONE INC MEDICAL CENTER,5877 CROSS BYPASS APT. 312,PORT JOSESIDE,TN,39563,HANNAHCHESTER COUNTY,46364,U,05/01/2022,04/28/2023,Proprietary - Individual,751,274115,101112,174667,18267,31556,654456643.0,581847641.71,1236304284.71,465738252.9,770566031.8100001,705001806.07,65564225.74,65564225.74,267328708.63,27812002.43,0.2022,0.2347
702883,866142,MARTIN-WARNER MEDICAL CENTER,91999 FLORES LOCKS APT. 248,KIMBERLYTOWN,CO,24823,EAST ALISHASIDE COUNTY,34761,U,03/01/2022,02/28/2023,Proprietary - Corporation,582,212430,80995,175600,11700,25366,1037205538.89,462757746.34,1499963285.23,807594230.45,692369054.78,616716369.67,75652685.11,75652685.11,111371209.73,10381294.66,0.1583,0.6971
702884,653703,JIMENEZ LTD MEDICAL CENTER,62851 BROWN CAUSEWAY SUITE 627,RANDOLPHVIEW,MO,81338,JIMENEZVIEW COUNTY,48900,R,04/01/2022,03/28/2023,Voluntary Non-profit - Other,402,146730,61835,100815,13991,22811,842538036.55,348659958.04,1191197994.59,650278900.99,540919093.5999999,436085124.64,104833968.96,104833968.96,90162063.82,9174749.67,0.1929,0.1926
702885,689389,SNYDER LLC MEDICAL CENTER,2569 BROWN RIDGES,SMITHBOROUGH,FL,07291,RACHELTOWN COUNTY,41105,R,04/01/2022,03/28/2023,Proprietary - Individual,788,287620,63271,161814,13148,33627,2138395212.8,1235946787.33,3374342000.13,1159135668.27,2215206331.86,1909816475.53,305389856.33,305389856.33,67117622.81,6568105.27,0.3116,0.2396
702886,976955,"HARPER, MORAN AND BENDER MEDICAL CENTER",424 FLOWERS KNOLLS APT. 999,BRIANATOWN,IN,97621,PORT TARACHESTER COUNTY,20686,R,02/01/2022,01/28/2023,Government - State,481,175565,36726,101499,5633,15568,551012956.8,437734848.56,988747805.3599999,454207969.03,534539836.3299999,418913695.15,115626141.18,115626141.18,67759851.64,9370273.14,0.2869,0.3521
702887,755819,"TORRES, TRUJILLO AND PARSONS MEDICAL CENTER",88074 PETERSON VISTA SUITE 830,NORTH PAULTON,IN,30840,MICHAELVIEW COUNTY,46595,U,05/01/2022,04/28/2023,Government - Local,351,128115,47277,82789,7772,13610,370656211.64,228399294.6,599055506.24,324901638.86,274153867.38,236350229.33,37803638.05,37803638.05,53971175.01,3092461.69,0.0509,0.1976
702888,162653,ALLEN AND SONS MEDICAL CENTER,355 JULIE COURSE,MARTINTOWN,MA,63942,LAKE CYNTHIASIDE COUNTY,31390,R,06/01/2022,05/28/2023,Voluntary Non-profit - Church,690,251850,90246,142634,17385,27478,820878384.47,818554843.71,1639433228.18,854816345.31,784616882.8700001,642953741.74,141663141.13,141663141.13,215171402.49,13589052.44,0.2443,0.4658
702889,707732,CAMPBELL-ODONNELL MEDICAL CENTER,190 NICHOLAS VIEW,ROTHMOUTH,AL,46042,LAKE DANIELTOWN COUNTY,42922,U,03/01/2022,02/28/2023,Government - State,463,168995,45733,101196,8877,19644,764335421.39,309860108.14,1074195529.53,408361411.68,665834117.8499999,628950385.85,36883732.0,36883732.0,71049295.77,5878878.01,0.3885,0.4785
702890,531336,"CARR, RAMIREZ AND MILLER MEDICAL CENTER",615 ROBERT HEIGHTS,CHARLESTOWN,NC,07844,NORTH REBECCABOROUGH COUNTY,25747,R,05/01/2022,04/28/2023,Proprietary - Corporation,586,213890,58082,130860,10810,24355,1983874991.43,1169981678.57,3153856670.0,1188983707.94,1964872962.06,1583408203.89,381464758.17,381464758.17,126935310.16,4592812.99,0.1604,0.4909
702891,494489,LOPEZ LLC MEDICAL CENTER,7540 PEREZ SUMMIT,SOUTH ELIZABETHVILLE,NC,63046,PORT SHAWNLAND COUNTY,11349,U,02/01/2022,01/28/2023,Proprietary - Corporation,581,212065,46478,128875,6553,18172,499514865.47,307231906.77,806746772.24,302143114.28,504603657.96000004,435775419.01,68828238.95,68828238.95,97587065.06,6886183.52,0.2078,0.4018
702892,384161,MORRISON-RODRIGUEZ MEDICAL CENTER,29865 LINDA SPRING,ROBERTSHIRE,NJ,69695,LOPEZBERG COUNTY,15283,U,02/01/2022,01/28/2023,Government - Local,227,82855,20564,53098,3779,9759,216137348.81,214829483.24,430966832.05,182404069.49,248562762.56,231493307.22,17069455.34,17069455.34,31652415.13,1850105.49,0.2165,0.714
702893,148309,"CLARKE, ROBINSON AND MARTIN MEDICAL CENTER",572 WILLIAM RUN,PORT ANDREA,IL,19939,EAST SAMANTHAVILLE COUNTY,42733,U,01/01/2022,12/28/2023,Government - State,100,36500,16072,28916,2445,4400,267340496.08,132075245.86,399415741.94,216106113.63,183309628.31,155036071.73,28273556.58,28273556.58,43988712.77,0,0.4162,0.6035
702894,218103,HALE-WASHINGTON MEDICAL CENTER,77671 TAYLOR LOAF,WEST JUDYVIEW,PA,06872,NEW DANIEL COUNTY,31000,U,02/01/2022,01/28/2023,Government - State,121,44165,21046,37759,3494,6270,558814878.73,633492885.82,1192307764.5500002,564433467.26,627874297.2900002,530636969.51,97237327.78,97237327.78,30871653.83,0,0.13,0.4732
702895,765345,EVANS-SANCHEZ MEDICAL CENTER,936 RYAN SUMMIT,JESSICASIDE,IN,44020,SOUTH ROBERTVILLE COUNTY,41355,R,05/01/2022,04/28/2023,Government - State,570,208050,45868,113543,9836,24350,988429960.05,985371069.08,1973801029.13,645473345.65,1328327683.48,1160778508.73,167549174.75,167549174.75,61343828.45,4230168.08,0.2987,0.6529
702896,144350,KENT PLC MEDICAL CENTER,5422 CHRISTINE PORTS,LAKE JOYCESTAD,IN,51532,WEST NICHOLAS COUNTY,21959,R,01/01/2022,12/28/2023,Voluntary Non-profit - Church,631,230315,61413,148198,10574,25518,2384148753.65,2330092759.97,4714241513.62,1429229949.37,3285011564.25,2897291220.12,387720344.13,387720344.13,116088425.01,10939881.53,0.1111,0.2677
702897,697175,"VELAZQUEZ, JOHNSON AND GOLDEN MEDICAL CENTER",2490 JOSEPH PLACE,EAST MEGANVILLE,CO,61732,SANTOSVIEW COUNTY,16008,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,762,278130,97700,210612,16368,35286,3094584501.91,2224744354.41,5319328856.32,2719715421.35,2599613434.97,2169271281.66,430342153.31,430342153.31,153628118.09,9975018.56,0.3004,0.3885
702898,452689,GONZALEZ-DAUGHERTY MEDICAL CENTER,750 SMITH GREEN APT. 356,KELLEYTON,NJ,62530,BURKETON COUNTY,23297,R,04/01/2022,03/28/2023,Government - Local,166,60590,16091,38497,2759,6601,506217430.24,203742556.88,709959987.12,258635461.11,451324526.01,347502096.68,103822429.33,103822429.33,33794179.1,0,0.1215,0.4981
702899,626637,ALVARADO-MONTOYA MEDICAL CENTER,240 KENNEDY FALLS APT. 767,HUNTSHIRE,MA,72422,KATHYMOUTH COUNTY,35224,R,03/01/2022,02/28/2023,Voluntary Non-profit - Other,563,205495,97734,154353,19248,30399,1417651524.79,1124659017.03,2542310541.8199997,1235945529.27,1306365012.5499997,1039010206.95,267354805.6,267354805.6,155319780.35,7768536.49,0.12,0.4482
702900,581460,CARRILLO INC MEDICAL CENTER,419 ALLEN RIDGES SUITE 558,WEST TARASHIRE,MA,47301,EAST LINDSEY COUNTY,35501,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,221,80665,35274,68627,5683,11058,724950296.05,304606588.81,1029556884.8599999,522785667.49,506771217.3699999,443560097.38,63211119.99,63211119.99,92984929.96,2733218.69,0.103,0.3815
702901,292274,"SIMMONS, JACKSON AND WILLIAMSON MEDICAL CENTER",3709 MORALES ESTATES SUITE 681,JONESBERG,TX,54413,NEW MICHAEL COUNTY,26790,U,06/01/2022,05/28/2023,Government - Local,404,147460,65255,132834,11331,23066,945046203.2,451460965.35,1396507168.5500002,674473087.63,722034080.9200002,589379622.47,132654458.45,132654458.45,80478271.77,9867650.77,0.1514,0.5805
702902,862234,HERRERA LLC MEDICAL CENTER,433 HEATHER FIELD APT. 691,SNYDERTON,MI,20139,MILLERSTAD COUNTY,20010,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,509,185785,71085,136968,9666,18625,458938036.62,342383693.43,801321730.05,262576279.99,538745450.06,468453455.56,70291994.5,70291994.5,154245185.94,13185479.59,0.3496,0.5526
702903,305488,LEWIS-WALLACE MEDICAL CENTER,801 GONZALEZ VIA SUITE 853,NEW LYNNBOROUGH,FL,79303,WEST ROBIN COUNTY,21136,U,05/01/2022,04/28/2023,Government - State,487,177755,67900,153425,13029,29440,1992803229.94,2055718976.67,4048522206.61,1217783149.23,2830739057.38,2534475256.87,296263800.51,296263800.51,138958603.61,12197702.24,0.0686,0.3746
702904,822986,"ADAMS, COOPER AND ALEXANDER MEDICAL CENTER",5133 THOMAS BROOK SUITE 608,NEW FELICIA,FL,02881,RYANBURY COUNTY,26344,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,533,194545,56485,105677,9009,16856,603658472.44,389284333.8,992942806.24,373799490.68,619143315.56,584271168.45,34872147.11,34872147.11,78835486.53,4215668.43,0.2234,0.1878
702905,777746,SPARKS-PEREZ MEDICAL CENTER,564 SARAH VILLE SUITE 810,THOMASPORT,MO,51529,CHARLESLAND COUNTY,35179,U,05/01/2022,04/28/2023,Government - State,155,56575,27098,47896,3647,6446,426255024.22,202311506.6,628566530.82,327359747.98,301206782.84000003,268574213.5,32632569.34,32632569.34,46302975.69,0,0.4398,0.5349
